"","survived","pclass","sex","age","sibsp","parch","fare","embarked","class","who","adult_male","deck","embark_town","alive","alone"
"332",1,2,"female",23,0,0,13.7917,"C","Second","woman","False","D","Cherbourg","yes","True"
"333",1,2,"female",27,1,0,13.8583,"C","Second","woman","False","","Cherbourg","yes","False"
"334",0,2,"male",54,0,0,14,"S","Second","man","True","","Southampton","no","True"
"335",0,3,"male",41,2,0,14.1083,"S","Third","man","True","","Southampton","no","False"
"336",0,3,"female",28,1,1,14.4,"S","Third","woman","False","","Southampton","no","False"
"337",0,3,"male",34,1,1,14.4,"S","Third","man","True","","Southampton","no","False"
"338",0,3,"male",26,1,0,14.4542,"C","Third","man","True","","Cherbourg","no","False"
"339",0,3,"female",14.5,1,0,14.4542,"C","Third","child","False","","Cherbourg","no","False"
"340",0,3,"female",45,0,1,14.4542,"C","Third","woman","False","","Cherbourg","no","False"
"341",0,3,"male",27,1,0,14.4542,"C","Third","man","True","","Cherbourg","no","False"
"342",0,3,"female",18,0,1,14.4542,"C","Third","woman","False","","Cherbourg","no","False"
"343",1,3,"female",15,1,0,14.4542,"C","Third","child","False","","Cherbourg","yes","False"
"344",0,3,"female",17,0,0,14.4583,"C","Third","woman","False","","Cherbourg","no","True"
"345",0,3,"female",47,1,0,14.5,"S","Third","woman","False","","Southampton","no","False"
"346",0,3,"male",40.5,0,2,14.5,"S","Third","man","True","","Southampton","no","False"
"347",1,2,"female",24,0,2,14.5,"S","Second","woman","False","","Southampton","yes","False"
"348",0,3,"male",19,0,0,14.5,"S","Third","man","True","","Southampton","no","True"
"349",1,2,"male",0.67,1,1,14.5,"S","Second","child","False","","Southampton","yes","False"
"350",0,2,"male",47,0,0,15,"S","Second","man","True","","Southampton","no","True"
"351",0,2,"male",23,0,0,15.0458,"C","Second","man","True","","Cherbourg","no","True"
"352",1,3,"female",29,0,2,15.2458,"C","Third","woman","False","","Cherbourg","yes","False"
"353",0,3,"female",9,1,1,15.2458,"C","Third","child","False","","Cherbourg","no","False"
"354",0,3,"male",40,1,1,15.5,"Q","Third","man","True","","Queenstown","no","False"
"355",0,3,"female",32,1,1,15.5,"Q","Third","woman","False","","Queenstown","no","False"
"356",0,3,"male",36,1,0,15.55,"S","Third","man","True","","Southampton","no","False"
"357",1,3,"female",1,0,2,15.7417,"C","Third","child","False","","Cherbourg","yes","False"
"358",1,3,"male",20,1,1,15.7417,"C","Third","man","True","","Cherbourg","yes","False"
"359",1,2,"female",40,0,0,15.75,"S","Second","woman","False","","Southampton","yes","True"
"360",1,3,"female",33,3,0,15.85,"S","Third","woman","False","","Southampton","yes","False"
"361",1,3,"female",24,1,0,15.85,"S","Third","woman","False","","Southampton","yes","False"
"362",0,3,"male",32,1,0,15.85,"S","Third","man","True","","Southampton","no","False"
"363",0,3,"male",28,1,0,15.85,"S","Third","man","True","","Southampton","no","False"
"364",1,3,"male",3,1,1,15.9,"S","Third","child","False","","Southampton","yes","False"
"365",1,3,"male",9,1,1,15.9,"S","Third","child","False","","Southampton","yes","False"
"366",1,2,"female",55,0,0,16,"S","Second","woman","False","","Southampton","yes","True"
"367",0,3,"male",44,0,1,16.1,"S","Third","man","True","","Southampton","no","False"
"368",0,3,"male",30,1,0,16.1,"S","Third","man","True","","Southampton","no","False"
"369",0,3,"female",26,1,0,16.1,"S","Third","woman","False","","Southampton","no","False"
"370",0,3,"male",21,0,0,16.1,"S","Third","man","True","","Southampton","no","True"
"371",0,3,"male",28.5,0,0,16.1,"S","Third","man","True","","Southampton","no","True"
"372",0,3,"male",24,1,0,16.1,"S","Third","man","True","","Southampton","no","False"
"373",1,3,"female",4,1,1,16.7,"S","Third","child","False","G","Southampton","yes","False"
"374",1,3,"female",24,0,2,16.7,"S","Third","woman","False","G","Southampton","yes","False"
"375",1,3,"female",36,1,0,17.4,"S","Third","woman","False","","Southampton","yes","False"
"376",0,3,"female",18,1,0,17.8,"S","Third","woman","False","","Southampton","no","False"
"377",0,3,"male",25,1,0,17.8,"S","Third","man","True","","Southampton","no","False"
"378",0,3,"female",31,1,0,18,"S","Third","woman","False","","Southampton","no","False"
"379",0,3,"female",18,2,0,18,"S","Third","woman","False","","Southampton","no","False"
"380",0,3,"male",16,2,0,18,"S","Third","man","True","","Southampton","no","False"
"381",1,2,"male",3,1,1,18.75,"S","Second","child","False","","Southampton","yes","False"
"382",1,2,"female",24,2,3,18.75,"S","Second","woman","False","","Southampton","yes","False"
"383",1,2,"male",0.83,1,1,18.75,"S","Second","child","False","","Southampton","yes","False"
"384",1,3,"male",26,0,0,18.7875,"C","Third","man","True","","Cherbourg","yes","True"
"385",0,3,"male",11,0,0,18.7875,"C","Third","child","False","","Cherbourg","no","True"
"386",1,3,"female",5,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"387",1,3,"female",0.75,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"388",1,3,"female",0.75,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"389",1,3,"female",24,0,3,19.2583,"C","Third","woman","False","","Cherbourg","yes","False"
"390",1,2,"female",41,0,1,19.5,"S","Second","woman","False","","Southampton","yes","False"
"391",1,2,"female",13,0,1,19.5,"S","Second","child","False","","Southampton","yes","False"
"392",0,3,"female",41,0,2,20.2125,"S","Third","woman","False","","Southampton","no","False"
"393",0,3,"male",18,1,1,20.2125,"S","Third","man","True","","Southampton","no","False"
"394",1,3,"female",35,1,1,20.25,"S","Third","woman","False","","Southampton","yes","False"
"395",0,3,"male",16,1,1,20.25,"S","Third","man","True","","Southampton","no","False"
"396",1,3,"male",9,0,2,20.525,"S","Third","child","False","","Southampton","yes","False"
"397",1,3,"female",31,1,1,20.525,"S","Third","woman","False","","Southampton","yes","False"
"398",0,3,"male",33,1,1,20.525,"S","Third","man","True","","Southampton","no","False"
"399",0,3,"male",26,1,2,20.575,"S","Third","man","True","","Southampton","no","False"
"400",1,3,"male",1,1,2,20.575,"S","Third","child","False","","Southampton","yes","False"
"401",0,2,"female",27,1,0,21,"S","Second","woman","False","","Southampton","no","False"
"402",0,2,"male",29,1,0,21,"S","Second","man","True","","Southampton","no","False"
"403",1,2,"female",35,0,0,21,"S","Second","woman","False","","Southampton","yes","True"
"404",0,2,"male",34,1,0,21,"S","Second","man","True","","Southampton","no","False"
"405",0,2,"male",34,1,0,21,"S","Second","man","True","","Southampton","no","False"
"406",1,2,"female",30,3,0,21,"S","Second","woman","False","","Southampton","yes","False"
"407",0,3,"male",2,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"408",0,3,"female",8,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"409",0,3,"female",3,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"410",0,3,"female",29,0,4,21.075,"S","Third","woman","False","","Southampton","no","False"
"411",1,3,"female",4,0,2,22.025,"S","Third","child","False","","Southampton","yes","False"
"412",0,3,"male",28,0,0,22.525,"S","Third","man","True","","Southampton","no","True"
"413",1,2,"female",34,0,1,23,"S","Second","woman","False","","Southampton","yes","False"
"414",1,2,"female",18,0,1,23,"S","Second","woman","False","","Southampton","yes","False"
"415",1,2,"female",4,1,1,23,"S","Second","child","False","","Southampton","yes","False"
"416",1,2,"female",54,1,3,23,"S","Second","woman","False","","Southampton","yes","False"
"417",0,2,"male",30,1,0,24,"C","Second","man","True","","Cherbourg","no","False"
"418",1,2,"female",28,1,0,24,"C","Second","woman","False","","Cherbourg","yes","False"
"419",0,3,"female",10,0,2,24.15,"S","Third","child","False","","Southampton","no","False"
"420",0,3,"male",24,2,0,24.15,"S","Third","man","True","","Southampton","no","False"
"421",0,3,"male",36,1,1,24.15,"S","Third","man","True","","Southampton","no","False"
"422",0,3,"female",30,1,1,24.15,"S","Third","woman","False","","Southampton","no","False"
"423",0,3,"male",39,0,0,24.15,"S","Third","man","True","","Southampton","no","True"
"424",0,1,"male",47,0,0,25.5875,"S","First","man","True","E","Southampton","no","True"
"425",1,1,"female",49,0,0,25.9292,"S","First","woman","False","D","Southampton","yes","True"
"426",1,1,"female",48,0,0,25.9292,"S","First","woman","False","D","Southampton","yes","True"
"427",0,2,"male",35,0,0,26,"S","Second","man","True","","Southampton","no","True"
"428",1,2,"female",29,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"429",0,2,"male",34,1,0,26,"S","Second","man","True","","Southampton","no","False"
"430",1,2,"female",29,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"431",0,2,"male",36.5,0,2,26,"S","Second","man","True","F","Southampton","no","False"
"432",1,2,"male",3,1,1,26,"S","Second","child","False","F","Southampton","yes","False"
"433",0,2,"male",44,1,0,26,"S","Second","man","True","","Southampton","no","False"
"434",0,2,"male",54,1,0,26,"S","Second","man","True","","Southampton","no","False"
"435",1,2,"female",50,0,1,26,"S","Second","woman","False","","Southampton","yes","False"
"436",0,2,"female",26,1,1,26,"S","Second","woman","False","","Southampton","no","False"
"437",1,2,"female",24,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"438",1,2,"male",2,1,1,26,"S","Second","child","False","F","Southampton","yes","False"
"439",0,2,"male",46,0,0,26,"S","Second","man","True","","Southampton","no","True"
"440",1,2,"female",28,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"441",1,2,"female",19,0,0,26,"S","Second","woman","False","","Southampton","yes","True"
"442",1,2,"female",42,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"443",1,2,"female",33,0,2,26,"S","Second","woman","False","","Southampton","yes","False"
"444",1,2,"female",36,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"445",1,2,"female",2,1,1,26,"S","Second","child","False","","Southampton","yes","False"
"446",1,2,"male",32,1,0,26,"S","Second","man","True","","Southampton","yes","False"
"447",0,1,"male",64,0,0,26,"S","First","man","True","","Southampton","no","True"
"448",1,2,"female",19,1,0,26,"S","Second","woman","False","","Southampton","yes","False"
"449",0,2,"male",27,0,0,26,"S","Second","man","True","","Southampton","no","True"
"450",0,2,"male",54,0,0,26,"S","Second","man","True","","Southampton","no","True"
"451",0,2,"male",37,1,0,26,"S","Second","man","True","","Southampton","no","False"
"452",0,2,"male",39,0,0,26,"S","Second","man","True","","Southampton","no","True"
"453",0,2,"male",25,1,0,26,"S","Second","man","True","","Southampton","no","False"
"454",0,2,"male",16,0,0,26,"S","Second","man","True","","Southampton","no","True"
"455",0,2,"female",44,1,0,26,"S","Second","woman","False","","Southampton","no","False"
"456",1,2,"female",25,0,1,26,"S","Second","woman","False","","Southampton","yes","False"
"457",1,2,"female",8,0,2,26.25,"S","Second","child","False","","Southampton","yes","False"
"458",0,2,"male",43,1,1,26.25,"S","Second","man","True","","Southampton","no","False"
"459",1,2,"female",45,1,1,26.25,"S","Second","woman","False","","Southampton","yes","False"
"460",1,2,"female",7,0,2,26.25,"S","Second","child","False","","Southampton","yes","False"
"461",0,2,"male",31,1,1,26.25,"S","Second","man","True","","Southampton","no","False"
"462",1,2,"female",31,1,1,26.25,"S","Second","woman","False","","Southampton","yes","False"
"463",1,1,"female",19,0,2,26.2833,"S","First","woman","False","D","Southampton","yes","False"
"464",1,1,"male",36,0,0,26.2875,"S","First","man","True","E","Southampton","yes","True"
"465",1,1,"male",35,0,0,26.2875,"S","First","man","True","E","Southampton","yes","True"
"466",1,1,"male",42,0,0,26.2875,"S","First","man","True","E","Southampton","yes","True"
"467",1,1,"male",36,0,0,26.3875,"S","First","man","True","E","Southampton","yes","True"
"468",1,1,"female",58,0,0,26.55,"S","First","woman","False","C","Southampton","yes","True"
"469",1,1,"male",45,0,0,26.55,"S","First","man","True","","Southampton","yes","True"
"470",0,1,"male",62,0,0,26.55,"S","First","man","True","C","Southampton","no","True"
"471",1,1,"male",28,0,0,26.55,"S","First","man","True","C","Southampton","yes","True"
"472",1,1,"male",34,0,0,26.55,"S","First","man","True","","Southampton","yes","True"
"473",0,1,"male",65,0,0,26.55,"S","First","man","True","E","Southampton","no","True"
"474",1,1,"male",48,0,0,26.55,"S","First","man","True","E","Southampton","yes","True"
"475",0,1,"male",56,0,0,26.55,"S","First","man","True","","Southampton","no","True"
"476",0,1,"male",45,0,0,26.55,"S","First","man","True","B","Southampton","no","True"
"477",0,1,"male",62,0,0,26.55,"S","First","man","True","","Southampton","no","True"
"478",1,1,"male",35,0,0,26.55,"C","First","man","True","","Cherbourg","yes","True"
"479",0,1,"male",60,0,0,26.55,"S","First","man","True","","Southampton","no","True"
"480",1,1,"male",51,0,0,26.55,"S","First","man","True","E","Southampton","yes","True"
"481",0,2,"male",42,1,0,27,"S","Second","man","True","","Southampton","no","False"
"482",1,2,"female",24,2,1,27,"S","Second","woman","False","","Southampton","yes","False"
"483",0,1,"male",40,0,0,27.7208,"C","First","man","True","","Cherbourg","no","True"
"484",1,1,"female",44,0,0,27.7208,"C","First","woman","False","B","Cherbourg","yes","True"
"485",0,2,"male",29,1,0,27.7208,"C","Second","man","True","","Cherbourg","no","False"
"486",1,2,"female",5,1,2,27.75,"S","Second","child","False","","Southampton","yes","False"
"487",0,2,"male",36,1,2,27.75,"S","Second","man","True","","Southampton","no","False"
"488",0,1,"male",30,0,0,27.75,"C","First","man","True","C","Cherbourg","no","True"
"489",1,2,"female",33,1,2,27.75,"S","Second","woman","False","","Southampton","yes","False"
"490",0,3,"male",4,3,2,27.9,"S","Third","child","False","","Southampton","no","False"
"491",0,3,"female",45,1,4,27.9,"S","Third","woman","False","","Southampton","no","False"
"492",0,3,"male",40,1,4,27.9,"S","Third","man","True","","Southampton","no","False"
"493",0,3,"female",9,3,2,27.9,"S","Third","child","False","","Southampton","no","False"
"494",0,3,"female",2,3,2,27.9,"S","Third","child","False","","Southampton","no","False"
"495",0,3,"male",10,3,2,27.9,"S","Third","child","False","","Southampton","no","False"
"496",0,1,"male",45.5,0,0,28.5,"S","First","man","True","C","Southampton","no","True"
"497",0,1,"female",50,0,0,28.7125,"C","First","woman","False","C","Cherbourg","no","True"
"498",1,2,"male",0.83,0,2,29,"S","Second","child","False","","Southampton","yes","False"
"499",1,2,"female",22,1,1,29,"S","Second","woman","False","","Southampton","yes","False"
"500",0,3,"male",2,4,1,29.125,"Q","Third","child","False","","Queenstown","no","False"
"501",0,3,"male",4,4,1,29.125,"Q","Third","child","False","","Queenstown","no","False"
"502",0,3,"male",7,4,1,29.125,"Q","Third","child","False","","Queenstown","no","False"
"503",0,3,"male",8,4,1,29.125,"Q","Third","child","False","","Queenstown","no","False"
"504",0,3,"female",39,0,5,29.125,"Q","Third","woman","False","","Queenstown","no","False"
"505",0,1,"male",37,0,1,29.7,"C","First","man","True","C","Cherbourg","no","False"
"506",0,1,"male",58,0,0,29.7,"C","First","man","True","B","Cherbourg","no","True"
"507",1,2,"female",25,1,1,30,"S","Second","woman","False","","Southampton","yes","False"
"508",1,1,"male",80,0,0,30,"S","First","man","True","A","Southampton","yes","True"
"509",0,1,"male",29,0,0,30,"S","First","man","True","D","Southampton","no","True"
"510",1,1,"female",19,0,0,30,"S","First","woman","False","B","Southampton","yes","True"
"511",1,1,"male",26,0,0,30,"C","First","man","True","C","Cherbourg","yes","True"
"512",1,2,"female",14,1,0,30.0708,"C","Second","child","False","","Cherbourg","yes","False"
"513",0,2,"male",32.5,1,0,30.0708,"C","Second","man","True","","Cherbourg","no","False"
"514",1,1,"male",52,0,0,30.5,"S","First","man","True","C","Southampton","yes","True"
"515",0,1,"male",55,0,0,30.5,"S","First","man","True","C","Southampton","no","True"
"516",1,1,"male",27,0,0,30.5,"S","First","man","True","","Southampton","yes","True"
"517",1,1,"male",32,0,0,30.5,"C","First","man","True","B","Cherbourg","yes","True"
"518",0,1,"male",56,0,0,30.6958,"C","First","man","True","A","Cherbourg","no","True"
"519",1,1,"male",40,0,0,31,"C","First","man","True","A","Cherbourg","yes","True"
"520",1,1,"female",30,0,0,31,"C","First","woman","False","","Cherbourg","yes","True"
"521",0,3,"male",39,1,5,31.275,"S","Third","man","True","","Southampton","no","False"
"522",0,3,"female",2,4,2,31.275,"S","Third","child","False","","Southampton","no","False"
"523",0,3,"female",9,4,2,31.275,"S","Third","child","False","","Southampton","no","False"
"524",0,3,"female",11,4,2,31.275,"S","Third","child","False","","Southampton","no","False"
"525",0,3,"female",39,1,5,31.275,"S","Third","woman","False","","Southampton","no","False"
"526",0,3,"female",6,4,2,31.275,"S","Third","child","False","","Southampton","no","False"
"527",0,3,"male",4,4,2,31.275,"S","Third","child","False","","Southampton","no","False"
"528",1,3,"female",38,1,5,31.3875,"S","Third","woman","False","","Southampton","yes","False"
"529",0,3,"male",9,4,2,31.3875,"S","Third","child","False","","Southampton","no","False"
"530",1,3,"female",5,4,2,31.3875,"S","Third","child","False","","Southampton","yes","False"
"531",1,3,"male",3,4,2,31.3875,"S","Third","child","False","","Southampton","yes","False"
"532",0,1,"male",61,0,0,32.3208,"S","First","man","True","D","Southampton","no","True"
"533",1,2,"female",34,1,1,32.5,"S","Second","woman","False","","Southampton","yes","False"
"534",1,2,"female",6,0,1,33,"S","Second","child","False","","Southampton","yes","False"
"535",0,2,"male",28,0,1,33,"S","Second","man","True","","Southampton","no","False"
"536",0,1,"male",61,0,0,33.5,"S","First","man","True","B","Southampton","no","True"
"537",0,1,"male",47,0,0,34.0208,"S","First","man","True","D","Southampton","no","True"
"538",0,3,"male",16,1,3,34.375,"S","Third","man","True","","Southampton","no","False"
"539",0,3,"female",9,2,2,34.375,"S","Third","child","False","","Southampton","no","False"
"540",0,3,"female",21,2,2,34.375,"S","Third","woman","False","","Southampton","no","False"
"541",0,3,"female",48,1,3,34.375,"S","Third","woman","False","","Southampton","no","False"
"542",0,1,"male",71,0,0,34.6542,"C","First","man","True","A","Cherbourg","no","True"
"543",1,1,"male",28,0,0,35.5,"S","First","man","True","A","Southampton","yes","True"
"544",0,1,"male",45,0,0,35.5,"S","First","man","True","","Southampton","no","True"
"545",1,1,"male",56,0,0,35.5,"C","First","man","True","A","Cherbourg","yes","True"
"546",0,2,"male",19,1,1,36.75,"S","Second","man","True","","Southampton","no","False"
"547",1,2,"male",8,1,1,36.75,"S","Second","child","False","","Southampton","yes","False"
"548",0,2,"male",31,1,1,37.0042,"C","Second","man","True","","Cherbourg","no","False"
"549",1,2,"male",1,0,2,37.0042,"C","Second","child","False","","Cherbourg","yes","False"
"550",0,1,"male",47,0,0,38.5,"S","First","man","True","E","Southampton","no","True"
"551",1,2,"male",1,2,1,39,"S","Second","child","False","F","Southampton","yes","False"
"552",1,2,"female",4,2,1,39,"S","Second","child","False","F","Southampton","yes","False"
"553",1,2,"female",40,1,1,39,"S","Second","woman","False","","Southampton","yes","False"
"554",0,2,"male",60,1,1,39,"S","Second","man","True","","Southampton","no","False"
"555",1,1,"female",16,0,1,39.4,"S","First","woman","False","D","Southampton","yes","False"
"556",1,1,"female",48,1,0,39.6,"C","First","woman","False","A","Cherbourg","yes","False"
"557",0,3,"male",7,4,1,39.6875,"S","Third","child","False","","Southampton","no","False"
"558",0,3,"male",1,4,1,39.6875,"S","Third","child","False","","Southampton","no","False"
"559",0,3,"male",16,4,1,39.6875,"S","Third","man","True","","Southampton","no","False"
"560",0,3,"female",41,0,5,39.6875,"S","Third","woman","False","","Southampton","no","False"
"561",0,3,"male",14,4,1,39.6875,"S","Third","child","False","","Southampton","no","False"
"562",0,3,"male",2,4,1,39.6875,"S","Third","child","False","","Southampton","no","False"
"563",0,1,"male",36,0,0,40.125,"C","First","man","True","A","Cherbourg","no","True"
"564",1,2,"female",3,1,2,41.5792,"C","Second","child","False","","Cherbourg","yes","False"
"565",1,2,"female",22,1,2,41.5792,"C","Second","woman","False","","Cherbourg","yes","False"
"566",0,2,"male",25,1,2,41.5792,"C","Second","man","True","","Cherbourg","no","False"
"567",0,3,"male",11,5,2,46.9,"S","Third","child","False","","Southampton","no","False"
"568",0,3,"female",16,5,2,46.9,"S","Third","woman","False","","Southampton","no","False"
"569",0,3,"male",1,5,2,46.9,"S","Third","child","False","","Southampton","no","False"
"570",0,3,"male",9,5,2,46.9,"S","Third","child","False","","Southampton","no","False"
"571",0,3,"female",43,1,6,46.9,"S","Third","woman","False","","Southampton","no","False"
"572",0,3,"male",14,5,2,46.9,"S","Third","child","False","","Southampton","no","False"
"573",0,1,"male",28,0,0,47.1,"S","First","man","True","","Southampton","no","True"
"574",1,1,"female",22,0,2,49.5,"C","First","woman","False","B","Cherbourg","yes","False"
"575",0,1,"male",71,0,0,49.5042,"C","First","man","True","","Cherbourg","no","True"
"576",1,1,"female",24,0,0,49.5042,"C","First","woman","False","C","Cherbourg","yes","True"
"577",0,1,"male",31,0,0,50.4958,"S","First","man","True","A","Southampton","no","True"
"578",1,1,"female",53,2,0,51.4792,"S","First","woman","False","C","Southampton","yes","False"
"579",0,1,"male",54,0,0,51.8625,"S","First","man","True","E","Southampton","no","True"
"580",0,1,"male",42,1,0,52,"S","First","man","True","","Southampton","no","False"
"581",0,1,"male",47,0,0,52,"S","First","man","True","C","Southampton","no","True"
"582",1,1,"female",35,1,0,52,"S","First","woman","False","","Southampton","yes","False"
"583",0,1,"male",31,1,0,52,"S","First","man","True","B","Southampton","no","False"
"584",1,1,"male",48,1,0,52,"S","First","man","True","C","Southampton","yes","False"
"585",1,1,"male",37,1,1,52.5542,"S","First","man","True","D","Southampton","yes","False"
"586",1,1,"male",42,1,0,52.5542,"S","First","man","True","D","Southampton","yes","False"
"587",1,1,"female",47,1,1,52.5542,"S","First","woman","False","D","Southampton","yes","False"
"588",1,1,"female",35,1,0,53.1,"S","First","woman","False","C","Southampton","yes","False"
"589",0,1,"male",37,1,0,53.1,"S","First","man","True","C","Southampton","no","False"
"590",1,1,"male",27,1,0,53.1,"S","First","man","True","E","Southampton","yes","False"
"591",0,1,"male",19,1,0,53.1,"S","First","man","True","D","Southampton","no","False"
"592",1,1,"female",33,1,0,53.1,"S","First","woman","False","E","Southampton","yes","False"
"593",1,1,"female",22,0,1,55,"S","First","woman","False","E","Southampton","yes","False"
"594",1,1,"male",25,1,0,55.4417,"C","First","man","True","E","Cherbourg","yes","False"
"595",0,1,"male",50,1,0,55.9,"S","First","man","True","E","Southampton","no","False"
"596",1,1,"female",39,1,0,55.9,"S","First","woman","False","E","Southampton","yes","False"
"597",1,3,"male",32,0,0,56.4958,"S","Third","man","True","","Southampton","yes","True"
"598",0,3,"male",28,0,0,56.4958,"S","Third","man","True","","Southampton","no","True"
"599",1,3,"male",26,0,0,56.4958,"S","Third","man","True","","Southampton","yes","True"
"600",1,3,"male",32,0,0,56.4958,"S","Third","man","True","","Southampton","yes","True"
"601",1,1,"female",30,0,0,56.9292,"C","First","woman","False","E","Cherbourg","yes","True"
"602",1,1,"male",49,1,0,56.9292,"C","First","man","True","A","Cherbourg","yes","False"
"603",1,1,"male",31,1,0,57,"S","First","man","True","B","Southampton","yes","False"
"604",1,1,"female",17,1,0,57,"S","First","woman","False","B","Southampton","yes","False"
"605",1,1,"female",16,0,1,57.9792,"C","First","woman","False","B","Cherbourg","yes","False"
"606",1,1,"female",44,0,1,57.9792,"C","First","woman","False","B","Cherbourg","yes","False"
"607",1,1,"female",54,1,0,59.4,"C","First","woman","False","","Cherbourg","yes","False"
"608",0,1,"male",46,1,0,61.175,"S","First","man","True","E","Southampton","no","False"
"609",0,1,"male",51,0,1,61.3792,"C","First","man","True","","Cherbourg","no","False"
"610",0,1,"male",65,0,1,61.9792,"C","First","man","True","B","Cherbourg","no","False"
"611",1,1,"male",23,0,1,63.3583,"C","First","man","True","D","Cherbourg","yes","False"
"612",1,2,"female",24,1,2,65,"S","Second","woman","False","","Southampton","yes","False"
"613",1,2,"female",48,1,2,65,"S","Second","woman","False","","Southampton","yes","False"
"614",1,1,"female",22,1,0,66.6,"S","First","woman","False","C","Southampton","yes","False"
"615",0,1,"male",29,1,0,66.6,"S","First","man","True","C","Southampton","no","False"
"616",1,1,"female",24,0,0,69.3,"C","First","woman","False","B","Cherbourg","yes","True"
"617",1,1,"female",24,0,0,69.3,"C","First","woman","False","B","Cherbourg","yes","True"
"618",1,1,"female",36,0,2,71,"S","First","woman","False","B","Southampton","yes","False"
"619",0,1,"male",70,1,1,71,"S","First","man","True","B","Southampton","no","False"
"620",1,1,"female",38,1,0,71.2833,"C","First","woman","False","C","Cherbourg","yes","False"
"621",0,2,"male",21,0,0,73.5,"S","Second","man","True","","Southampton","no","True"
"622",0,2,"male",21,2,0,73.5,"S","Second","man","True","","Southampton","no","False"
"623",0,2,"male",18,0,0,73.5,"S","Second","man","True","","Southampton","no","True"
"624",0,2,"male",24,2,0,73.5,"S","Second","man","True","","Southampton","no","False"
"625",0,2,"male",32,2,0,73.5,"S","Second","man","True","","Southampton","no","False"
"626",1,1,"female",60,1,0,75.25,"C","First","woman","False","D","Cherbourg","yes","False"
"627",1,1,"female",32,0,0,76.2917,"C","First","woman","False","D","Cherbourg","yes","True"
"628",1,1,"female",49,1,0,76.7292,"C","First","woman","False","D","Cherbourg","yes","False"
"629",1,1,"male",48,1,0,76.7292,"C","First","man","True","D","Cherbourg","yes","False"
"630",1,1,"male",27,0,0,76.7292,"C","First","man","True","D","Cherbourg","yes","True"
"631",0,1,"male",21,0,1,77.2875,"S","First","man","True","D","Southampton","no","False"
"632",0,1,"male",54,0,1,77.2875,"S","First","man","True","D","Southampton","no","False"
"633",1,1,"female",63,1,0,77.9583,"S","First","woman","False","D","Southampton","yes","False"
"634",1,1,"female",21,0,0,77.9583,"S","First","woman","False","D","Southampton","yes","True"
"635",1,1,"female",51,1,0,77.9583,"S","First","woman","False","D","Southampton","yes","False"
"636",1,1,"female",54,1,0,78.2667,"C","First","woman","False","D","Cherbourg","yes","False"
"637",1,1,"female",52,1,0,78.2667,"C","First","woman","False","D","Cherbourg","yes","False"
"638",1,1,"female",26,0,0,78.85,"S","First","woman","False","","Southampton","yes","True"
"639",0,1,"male",36,1,0,78.85,"S","First","man","True","C","Southampton","no","False"
"640",0,1,"male",24,0,0,79.2,"C","First","man","True","B","Cherbourg","no","True"
"641",1,1,"male",60,1,1,79.2,"C","First","man","True","B","Cherbourg","yes","False"
"642",0,1,"male",46,0,0,79.2,"C","First","man","True","B","Cherbourg","no","True"
"643",0,1,"male",52,1,1,79.65,"S","First","man","True","E","Southampton","no","False"
"644",1,1,"female",39,1,1,79.65,"S","First","woman","False","E","Southampton","yes","False"
"645",1,1,"female",18,0,2,79.65,"S","First","woman","False","E","Southampton","yes","False"
"646",1,1,"female",38,0,0,80,"","First","woman","False","B","","yes","True"
"647",1,1,"female",62,0,0,80,"","First","woman","False","B","","yes","True"
"648",1,1,"male",4,0,2,81.8583,"S","First","child","False","A","Southampton","yes","False"
"649",0,1,"male",28,1,0,82.1708,"C","First","man","True","","Cherbourg","no","False"
"650",1,1,"female",24,0,0,83.1583,"C","First","woman","False","C","Cherbourg","yes","True"
"651",1,1,"female",39,1,1,83.1583,"C","First","woman","False","E","Cherbourg","yes","False"
"652",1,1,"female",56,0,1,83.1583,"C","First","woman","False","C","Cherbourg","yes","False"
"653",0,1,"male",45,1,0,83.475,"S","First","man","True","C","Southampton","no","False"
"654",1,1,"female",35,1,0,83.475,"S","First","woman","False","C","Southampton","yes","False"
"655",1,1,"female",30,0,0,86.5,"S","First","woman","False","B","Southampton","yes","True"
"656",1,1,"female",16,0,0,86.5,"S","First","woman","False","B","Southampton","yes","True"
"657",1,1,"female",33,0,0,86.5,"S","First","woman","False","B","Southampton","yes","True"
"658",1,1,"male",49,1,0,89.1042,"C","First","man","True","C","Cherbourg","yes","False"
"659",1,1,"male",38,1,0,90,"S","First","man","True","C","Southampton","yes","False"
"660",0,1,"male",44,2,0,90,"Q","First","man","True","C","Queenstown","no","False"
"661",1,1,"female",33,1,0,90,"Q","First","woman","False","C","Queenstown","yes","False"
